E05001478,"St Hilda",E06000001
E05001479,Seaton,E06000001
E05001480,Stranton,E06000001
E05001481,Throston,E06000001
E05001482,Acklam,E06000002
E05001483,Ayresome,E06000002
E05001484,Beckfield,E06000002
E05001485,Beechwood,E06000002
E05001486,Brookfield,E06000002
E05001487,Clairville,E06000002
E05001488,"Coulby Newham",E06000002
E05001489,Gresham,E06000002
E05001490,Hemlington,E06000002
E05001491,Kader,E06000002
E05001492,Ladgate,E06000002
E05001493,Linthorpe,E06000002
E05001494,"North Ormesby and Brambles Farm",E06000002
E05001495,Marton,E06000002
E05001496,"Marton West",E06000002
E05001497,Middlehaven,E06000002
E05001498,Nunthorpe,E06000002
E05001499,Pallister,E06000002
E05001500,Park,E06000002
E05001501,"Park End",E06000002
E05001502,"Stainton and Thornton",E06000002
E05001503,Thorntree,E06000002
E05001504,University,E06000002
E05008018,Alnwick,E06000048
E05008019,Amble,E06000048
E05008020,"Amble West with Warkworth",E06000048
E05008021,"Ashington Central",E06000048
E05008022,Bamburgh,E06000048
E05008023,"Bedlington Central",E06000048
E05008024,"Bedlington East",E06000048
E05008025,"Bedlington West",E06000048
E05008026,Bellingham,E06000048
E05008027,"Berwick East",E06000048
E05008028,"Berwick North",E06000048
E05008029,"Berwick West with Ord",E06000048
E05008030,Bothal,E06000048
E05008031,Bywell,E06000048
E05008032,"Chevington with Longhorseley",E06000048
E05008033,Choppington,E06000048
E05008034,College,E06000048
E05008035,Corbridge,E06000048
E05008036,Cowpen,E06000048
E05008037,"Cramlington East",E06000048
E05008038,"Cramlington Eastfield",E06000048
E05008039,"Cramlington North",E06000048
E05008040,"Cramlington South East",E06000048
E05008041,"Cramlington Village",E06000048
E05008042,"Cramlington West",E06000048
E05008043,Croft,E06000048
E05008044,Haltwhistle,E06000048
E05008045,Hartley,E06000048
E05008046,Haydon,E06000048
E05008047,"Haydon and Hadrian",E06000048
E05008048,"Hexham Central with Acomb",E06000048
E05008049,"Hexham East",E06000048
E05008050,"Hexham West",E06000048
E05008051,Hirst,E06000048
E05008052,Holywell,E06000048
E05008053,Humshaugh,E06000048
E05008054,Isabella,E06000048
E05008055,"Kitty Brewster",E06000048
E05008056,Lesbury,E06000048
E05008057,Longhoughton,E06000048
E05008058,Lynemouth,E06000048
E05008059,"Morpeth Kirkhill",E06000048
E05008060,"Morpeth North",E06000048
E05008061,"Morpeth Stobhill",E06000048
E05008062,"Newbiggin Central and East",E06000048
E05008063,Newsham,E06000048
E05008064,"Norham and Islandshires",E06000048
E05008065,Pegswood,E06000048
E05008066,Plessey,E06000048
E05008067,"Ponteland East",E06000048
E05008068,"Ponteland North",E06000048
E05008069,"Ponteland South with Heddon",E06000048
E05008070,"Ponteland West",E06000048
E05008071,"Prudhoe East",E06000048
E05008072,"Prudhoe West",E06000048
E05008073,Rothbury,E06000048
E05008074,"Seaton with Newbiggin West",E06000048
E05008075,"Seghill with Seaton Delaval",E06000048
E05008076,Shilbottle,E06000048
E05008077,Sleekburn,E06000048
E05008078,"South Blyth",E06000048
E05008079,"South Tynedale",E06000048
E05008080,Stakeford,E06000048
E05008081,"Stocksfield and Broomhaugh",E06000048
E05008082,Ulgham,E06000048
E05008083,Wensleydale,E06000048
E05008084,Wooler,E06000048
E05001505,Brotton,E06000003
E05001506,Coatham,E06000003
E05001507,Dormanstown,E06000003
E05001508,Eston,E06000003
E05001509,Grangetown,E06000003
E05001510,Guisborough,E06000003
E05001511,Hutton,E06000003
E05001512,Kirkleatham,E06000003
E05001513,Lockwood,E06000003
E05001514,Loftus,E06000003
E05001515,Longbeck,E06000003
E05001516,Newcomen,E06000003
E05001517,Normanby,E06000003
E05001518,Ormesby,E06000003
E05001519,"St Germain's",E06000003
E05001520,Saltburn,E06000003
E05001521,Skelton,E06000003
E05001522,"South Bank",E06000003
E05001523,Teesville,E06000003
E05001524,"West Dyke",E06000003
E05001525,Westworth,E06000003
E05001526,Zetland,E06000003
E05001527,"Billingham Central",E06000004
E05001528,"Billingham East",E06000004
E05001529,"Billingham North",E06000004
E05001530,"Billingham South",E06000004
E05001531,"Billingham West",E06000004
E05001532,"Bishopsgarth and Elm Tree",E06000004
E05001533,Eaglescliffe,E06000004
E05001534,Fairfield,E06000004
E05001535,Grangefield,E06000004
E05001536,Hardwick,E06000004
E05001537,Hartburn,E06000004
E05001538,"Ingleby Barwick East",E06000004
E05001539,"Ingleby Barwick West",E06000004
E05001540,"Mandale and Victoria",E06000004
E05001541,Newtown,E06000004
E05001542,"Northern Parishes",E06000004
E05001543,"Norton North",E06000004
E05001544,"Norton South",E06000004
E05001545,"Norton West",E06000004
E05001546,"Parkfield and Oxbridge",E06000004
E05001547,Roseworth,E06000004
E05001548,"Stainsby Hill",E06000004
E05001549,"Stockton Town Centre",E06000004
E05001550,Village,E06000004
E05001551,"Western Parishes",E06000004
E05001552,Yarm,E06000004
E05001067,Birtley,E08000020
E05001068,Blaydon,E08000020
E05001069,Bridges,E08000020
E05001070,"Chopwell and Rowlands Gill",E08000020
E05001071,Chowdene,E08000020
E05001072,"Crawcrook and Greenside",E08000020
E05001073,Deckham,E08000020
E05001074,"Dunston and Teams",E08000020
E05001075,"Dunston Hill and Whickham East",E08000020
E05001076,Felling,E08000020
E05001077,"High Fell",E08000020
E05001078,Lamesley,E08000020
E05001079,"Lobley Hill and Bensham",E08000020
E05001080,"Low Fell",E08000020
E05001081,"Pelaw and Heworth",E08000020
E05001082,"Ryton, Crookhill and Stella",E08000020
E05001083,Saltwell,E08000020
E05001084,"Wardley and Leam Lane",E08000020
E05001085,"Whickham North",E08000020
E05001086,"Whickham South and Sunniside",E08000020
E05001087,"Windy Nook and Whitehills",E08000020
E05001088,"Winlaton and High Spen",E08000020
E05001089,"Benwell and Scotswood",E08000021
E05001090,Blakelaw,E08000021
E05001091,Byker,E08000021
E05001092,Castle,E08000021
E05001093,Dene,E08000021
E05001094,Denton,E08000021
E05001095,"East Gosforth",E08000021
E05001096,Elswick,E08000021
E05001097,Fawdon,E08000021
E05001098,Fenham,E08000021
E05001099,Kenton,E08000021
E05001100,Lemington,E08000021
E05001101,Newburn,E08000021
E05001102,"North Heaton",E08000021
E05001103,"North Jesmond",E08000021
E05001104,Ouseburn,E08000021
E05001105,Parklands,E08000021
E05001106,"South Heaton",E08000021
E05001107,"South Jesmond",E08000021
E05001108,Walker,E08000021
E05001109,Walkergate,E08000021
E05001110,Westerhope,E08000021
E05001111,Westgate,E08000021
E05001112,"West Gosforth",E08000021
E05001113,Wingrove,E08000021
E05001114,Woolsington,E08000021
E05001115,"Battle Hill",E08000022
E05001116,Benton,E08000022
E05001117,Camperdown,E08000022
E05001118,Chirton,E08000022
E05001119,Collingwood,E08000022
E05001120,Cullercoats,E08000022
E05001121,Howdon,E08000022
E05001122,Killingworth,E08000022
E05001123,Longbenton,E08000022
E05001124,"Monkseaton North",E08000022
E05001125,"Monkseaton South",E08000022
E05001126,Northumberland,E08000022
E05001127,Preston,E08000022
E05001128,Riverside,E08000022
E05001129,"St Mary's",E08000022
E05001130,Tynemouth,E08000022
E05001131,Valley,E08000022
E05001132,Wallsend,E08000022
E05001133,Weetslade,E08000022
E05001134,"Whitley Bay",E08000022
E05001135,"Beacon and Bents",E08000023
E05001136,Bede,E08000023
E05001137,"Biddick and All Saints",E08000023
E05001138,"Boldon Colliery",E08000023
E05001139,"Cleadon and East Boldon",E08000023
E05001140,"Cleadon Park",E08000023
E05001141,"Fellgate and Hedworth",E08000023
E05001142,Harton,E08000023
E05001143,"Hebburn North",E08000023
E05001144,"Hebburn South",E08000023
E05001145,"Horsley Hill",E08000023
E05001146,Monkton,E08000023
E05001147,Primrose,E08000023
E05001148,"Simonside and Rekendyke",E08000023
E05001149,Westoe,E08000023
E05001150,"West Park",E08000023
E05001151,"Whitburn and Marsden",E08000023
E05001152,Whiteleas,E08000023
E05001153,Barnes,E08000024
E05001154,Castle,E08000024
E05001155,"Copt Hill",E08000024
E05001156,Doxford,E08000024
E05001157,Fulwell,E08000024
E05001158,Hendon,E08000024
E05001159,Hetton,E08000024
E05001160,Houghton,E08000024
E05001161,Millfield,E08000024
E05001162,Pallion,E08000024
E05001163,Redhill,E08000024
E05001164,Ryhope,E08000024
E05001165,"St Anne's",E08000024
E05001166,"St Chad's",E08000024
E05001167,"St Michael's",E08000024
E05001168,"St Peter's",E08000024
E05001169,Sandhill,E08000024
E05001170,"Shiney Row",E08000024
E05001171,Silksworth,E08000024
E05001172,Southwick,E08000024
E05001173,"Washington Central",E08000024
E05001174,"Washington East",E08000024
E05001175,"Washington North",E08000024
E05001176,"Washington South",E08000024
E05001177,"Washington West",E08000024
E05001620,Audley,E06000008
E05001621,Bastwell,E06000008
E05001622,"Beardwood with Lammack",E06000008
E05001623,"Corporation Park",E06000008
E05001624,Earcroft,E06000008
E05001625,"East Rural",E06000008
E05001626,Ewood,E06000008
E05001627,Fernhurst,E06000008
E05001628,"Higher Croft",E06000008
E05001629,"Little Harwood",E06000008
E05001630,"Livesey with Pleasington",E06000008
E05001631,"Marsh House",E06000008
E05001632,Meadowhead,E06000008
E05001633,"Mill Hill",E06000008
E05001634,"North Turton with Tockholes",E06000008
E05001635,"Queen's Park",E06000008
E05001636,"Roe Lee",E06000008
E05001637,"Shadsworth with Whitebirk",E06000008
E05001638,"Shear Brow",E06000008
E05001639,Sudell,E06000008
E05001640,Sunnyhurst,E06000008
E05001641,"Wensley Fold",E06000008
E05001642,Whitehall,E06000008
E05001643,Anchorsholme,E06000009
E05001644,Bispham,E06000009
E05001645,Bloomfield,E06000009
E05001646,Brunswick,E06000009
E05001647,Claremont,E06000009
E05001648,Clifton,E06000009
E05001649,Greenlands,E06000009
E05001650,"Hawes Side",E06000009
E05001651,Highfield,E06000009
E05001652,Ingthorpe,E06000009
E05001653,Layton,E06000009
E05001654,Marton,E06000009
E05001655,Norbreck,E06000009
E05001656,Park,E06000009
E05001657,"Squires Gate",E06000009
E05001658,Stanley,E06000009
E05001659,Talbot,E06000009
E05001660,Tyldesley,E06000009
E05001661,Victoria,E06000009
E05001662,Warbreck,E06000009
E05001663,Waterloo,E06000009
E05008610,"Alderley Edge",E06000049
E05008611,Alsager,E06000049
E05008612,Audlem,E06000049
E05008613,Bollington,E06000049
E05008614,"Brereton Rural",E06000049
E05008615,"Broken Cross and Upton",E06000049
E05008616,Bunbury,E06000049
E05008617,Chelford,E06000049
E05008618,"Congleton East",E06000049
E05008619,"Congleton West",E06000049
E05008620,"Crewe Central",E06000049
E05008621,"Crewe East",E06000049
E05008622,"Crewe North",E06000049
E05008623,"Crewe St Barnabas",E06000049
E05008624,"Crewe South",E06000049
E05008625,"Crewe West",E06000049
E05008626,"Dane Valley",E06000049
E05008627,Disley,E06000049
E05008628,Gawsworth,E06000049
E05008629,Handforth,E06000049
E05008630,Haslington,E06000049
E05008631,"High Legh",E06000049
E05008632,Knutsford,E06000049
E05008633,Leighton,E06000049
E05008634,"Macclesfield Central",E06000049
E05008635,"Macclesfield East",E06000049
E05008636,"Macclesfield Hurdsfield",E06000049
E05008637,"Macclesfield South",E06000049
E05008638,"Macclesfield Tytherington",E06000049
E05008639,"Macclesfield West and Ivy",E06000049
E05008640,Middlewich,E06000049
E05008641,Mobberley,E06000049
E05008642,"Nantwich North and West",E06000049
E05008643,"Nantwich South and Stapeley",E06000049
E05008644,"Odd Rode",E06000049
E05008645,"Poynton East and Pott Shrigley",E06000049
E05008646,"Poynton West and Adlington",E06000049
E05008647,Prestbury,E06000049
E05008648,"Sandbach Elworth",E06000049
E05008649,"Sandbach Ettiley Heath and Wheelock",E06000049
E05008650,"Sandbach Heath and East",E06000049
E05008651,"Sandbach Town",E06000049
E05008652,Shavington,E06000049
E05008653,Sutton,E06000049
E05008654,"Willaston and Rope",E06000049
E05008655,"Wilmslow Dean Row",E06000049
E05008656,"Wilmslow East",E06000049
E05008657,"Wilmslow Lacey Green",E06000049
E05008658,"Wilmslow West and Chorley",E06000049
E05008659,Wistaston,E06000049
E05008660,Wrenbury,E06000049
E05008661,Wybunbury,E06000049
E05008662,Blacon,E06000050
E05008663,Boughton,E06000050
E05008664,"Chester City",E06000050
E05008665,"Chester Villages",E06000050
E05008666,"Davenham and Moulton",E06000050
E05008667,"Dodleston and Huntington",E06000050
E05008668,"Ellesmere Port Town",E06000050
E05008669,Elton,E06000050
E05008670,Farndon,E06000050
E05008671,Frodsham,E06000050
E05008672,"Garden Quarter",E06000050
E05008673,Gowy,E06000050
E05008674,Grange,E06000050
E05008675,"Great Boughton",E06000050
E05008676,"Handbridge Park",E06000050
E05008677,"Hartford and Greenbank",E06000050
E05008678,Helsby,E06000050
E05008679,Hoole,E06000050
E05008680,Kingsley,E06000050
E05008681,Lache,E06000050
E05008682,"Ledsham and Manor",E06000050
E05008683,"Little Neston and Burton",E06000050
E05008684,Malpas,E06000050
E05008685,Marbury,E06000050
E05008686,Neston,E06000050
E05008687,Netherpool,E06000050
E05008688,Newton,E06000050
E05008689,Parkgate,E06000050
E05008690,Rossmore,E06000050
E05008691,"St Paul's",E06000050
E05008692,"Saughall and Mollington",E06000050
E05008693,Shakerley,E06000050
E05008694,Strawberry,E06000050
E05008695,Sutton,E06000050
E05008696,Tarporley,E06000050
E05008697,"Tarvin and Kelsall",E06000050
E05008698,Tattenhall,E06000050
E05008699,Upton,E06000050
E05008700,"Weaver and Cuddington",E06000050
E05008701,Whitby,E06000050
E05008702,"Willaston and Thornton",E06000050
E05008703,"Winnington and Castle",E06000050
E05008704,"Winsford Over and Verdin",E06000050
E05008705,"Winsford Swanlow and Dene",E06000050
E05008706,"Winsford Wharton",E06000050
E05008707,"Witton and Rudheath",E06000050
E05001577,Appleton,E06000006
E05001578,Beechwood,E06000006
E05001579,Birchfield,E06000006
E05001580,Broadheath,E06000006
E05001581,"Halton Castle",E06000006
E05001582,Daresbury,E06000006
E05001583,Ditton,E06000006
E05001584,Farnworth,E06000006
E05001585,Grange,E06000006
E05001586,Hale,E06000006
E05001587,"Halton Brook",E06000006
E05001588,"Halton Lea",E06000006
E05001589,"Halton View",E06000006
E05001590,Heath,E06000006
E05001591,"Hough Green",E06000006
E05001592,Kingsway,E06000006
E05001593,Mersey,E06000006
E05001594,"Norton North",E06000006
E05001595,"Norton South",E06000006
E05001596,Riverside,E06000006
E05001597,"Windmill Hill",E06000006
E05001598,Appleton,E06000007
E05001599,"Bewsey and Whitecross",E06000007
E05001600,Birchwood,E06000007
E05001601,"Burtonwood and Winwick",E06000007
E05001602,"Culcheth, Glazebury and Croft",E06000007
E05001603,"Fairfield and Howley",E06000007
E05001604,"Grappenhall and Thelwall",E06000007
E05001605,"Great Sankey North",E06000007
E05001606,"Great Sankey South",E06000007
E05001607,"Hatton, Stretton and Walton",E06000007
E05001608,"Latchford East",E06000007
E05001609,"Latchford West",E06000007
E05001610,Lymm,E06000007
E05001611,Orford,E06000007
E05001612,"Penketh and Cuerdley",E06000007
E05001613,"Poplars and Hulme",E06000007
E05001614,"Poulton North",E06000007
E05001615,"Poulton South",E06000007
E05001616,"Rixton and Woolston",E06000007
E05001617,"Stockton Heath",E06000007
E05001618,Westbrook,E06000007
E05001619,"Whittle Hall",E06000007
E05003114,"All Saints",E10000006
E05003115,Aspatria,E10000006
E05003116,Boltons,E10000006
E05003117,"Broughton St Bridget's",E10000006
E05003118,Christchurch,E10000006
E05003119,Clifton,E10000006
E05003120,Crummock,E10000006
E05003121,Dalton,E10000006
E05003122,"Derwent Valley",E10000006
E05003123,Ellen,E10000006
E05003124,Ellenborough,E10000006
E05003125,Ewanrigg,E10000006
E05003126,Flimby,E10000006
E05003127,Harrington,E10000006
E05003128,Holme,E10000006
E05003129,Keswick,E10000006
E05003130,Marsh,E10000006
E05003131,Moorclose,E10000006
E05003132,"Moss Bay",E10000006
E05003133,Netherhall,E10000006
E05003134,"St John's",E10000006
E05003135,"St Michael's",E10000006
E05003136,Seaton,E10000006
E05003137,Silloth,E10000006
E05003138,Solway,E10000006
E05003139,Stainburn,E10000006
E05003140,Wampool,E10000006
E05003141,Warnell,E10000006
E05003142,Waver,E10000006
E05003143,Wharrels,E10000006
E05003144,Wigton,E10000006
E05003145,"Barrow Island",E10000006
E05003146,Central,E10000006
E05003147,"Dalton North",E10000006
E05003148,"Dalton South",E10000006
E05003149,Hawcoat,E10000006
E05003150,Hindpool,E10000006
E05003151,Newbarns,E10000006
E05003152,Ormsgill,E10000006
E05003153,Parkside,E10000006
E05003154,Risedale,E10000006
E05003155,Roosecote,E10000006
E05003156,"Walney North",E10000006
E05003157,"Walney South",E10000006
E05003158,Belah,E10000006
E05003159,"Belle Vue",E10000006
E05003160,Botcherby,E10000006
E05003161,Brampton,E10000006
E05003162,Burgh,E10000006
E05003163,Castle,E10000006
E05003164,Currock,E10000006
E05003165,Dalston,E10000006
E05003166,"Denton Holme",E10000006
E05003167,"Great Corby and Geltsdale",E10000006
E05003168,Harraby,E10000006
E05003169,Hayton,E10000006
E05003170,Irthing,E10000006
E05003171,"Longtown & Rockcliffe",E10000006
E05003172,Lyne,E10000006
E05003173,Morton,E10000006
E05003174,"St Aidans",E10000006
E05003175,"Stanwix Rural",E10000006
E05003176,"Stanwix Urban",E10000006
E05003177,Upperby,E10000006
E05003178,Wetheral,E10000006
E05003179,Yewdale,E10000006
E05003180,Arlecdon,E10000006
E05003181,Beckermet,E10000006
E05003182,Bootle,E10000006
E05003183,Bransty,E10000006
E05003184,"Cleator Moor North",E10000006
E05003185,"Cleator Moor South",E10000006
E05003186,Distington,E10000006
E05003187,"Egremont North",E10000006
E05003188,"Egremont South",E10000006
E05003189,Ennerdale,E10000006
E05003190,Frizington,E10000006
E05003191,Gosforth,E10000006
E05003192,Harbour,E10000006
E05003193,Haverigg,E10000006
E05003194,Hensingham,E10000006
E05003195,Hillcrest,E10000006
E05003196,"Holborn Hill",E10000006
E05003197,Kells,E10000006
E05003198,"Millom Without",E10000006
E05003199,Mirehouse,E10000006
E05003200,Moresby,E10000006
E05003201,Newtown,E10000006
E05003202,"St Bees",E10000006
E05003203,Sandwith,E10000006
E05003204,Seascale,E10000006
E05003205,"Alston Moor",E10000006
E05003206,"Appleby (Appleby)",E10000006
E05003207,"Appleby (Bongate)",E10000006
E05003208,Askham,E10000006
E05003209,Brough,E10000006
E05003210,"Crosby Ravensworth",E10000006
E05003211,Dacre,E10000006
E05003212,Eamont,E10000006
E05003213,Greystoke,E10000006
E05003214,Hartside,E10000006
E05003215,Hesket,E10000006
E05003216,"Kirkby Stephen",E10000006
E05003217,"Kirkby Thore",E10000006
E05003218,Kirkoswald,E10000006
E05003219,Langwathby,E10000006
E05003220,Lazonby,E10000006
E05003221,"Long Marton",E10000006
E05003222,Morland,E10000006
E05003223,"Orton with Tebay",E10000006
E05003224,"Penrith Carleton",E10000006
E05003225,"Penrith East",E10000006
E05003226,"Penrith North",E10000006
E05003227,"Penrith Pategill",E10000006
E05003228,"Penrith South",E10000006
E05003229,"Penrith West",E10000006
E05003230,Ravenstonedale,E10000006
E05003231,Shap,E10000006
E05003232,Skelton,E10000006
E05003233,Ullswater,E10000006
E05003234,Warcop,E10000006
E05003235,"Ambleside and Grasmere",E10000006
E05003236,"Arnside and Beetham",E10000006
E05003237,Broughton,E10000006
E05003238,Burneside,E10000006
E05003239,"Burton and Holme",E10000006
E05003240,"Cartmel and Grange West",E10000006
E05003241,"Coniston and Crake Valley",E10000006
E05003242,Crooklands,E10000006
E05003243,"Grange North",E10000006
E05003244,"Grange South",E10000006
E05003245,Hawkshead,E10000006
E05003246,Holker,E10000006
E05003247,"Kendal Castle",E10000006
E05003248,"Kendal Far Cross",E10000006
E05003249,"Kendal Fell",E10000006
E05003250,"Kendal Heron Hill",E10000006
E05003251,"Kendal Highgate",E10000006
E05003252,"Kendal Kirkland",E10000006
E05003253,"Kendal Mintsfeet",E10000006
E05003254,"Kendal Nether",E10000006
E05003255,"Kendal Oxenholme and Natland",E10000006
E05003256,"Kendal Parks",E10000006
E05003257,"Kendal Romney",E10000006
E05003258,"Kendal Stonecross",E10000006
E05003259,"Kendal Strickland",E10000006
E05003260,"Kendal Underley",E10000006
E05003261,Levens,E10000006
E05003262,"Low Furness",E10000006
E05003263,"Lyth Valley",E10000006
E05003264,"Mid Furness",E10000006
E05003265,Milnthorpe,E10000006
E05003266,"Sedbergh and Kirkby Lonsdale",E10000006
E05003267,Staveley-in-Cartmel,E10000006
E05003268,Staveley-in-Westmorland,E10000006
E05003269,"Ulverston Central",E10000006
E05003270,"Ulverston East",E10000006
E05003271,"Ulverston North",E10000006
E05003272,"Ulverston South",E10000006
E05003273,"Ulverston Town",E10000006
E05003274,"Ulverston West",E10000006
E05003275,Whinfell,E10000006
E05003276,"Windermere Applethwaite and Troutbeck",E10000006
E05003277,"Windermere Bowness North",E10000006
E05003278,"Windermere Bowness South",E10000006
E05003279,"Windermere Town",E10000006
E05000650,"Astley Bridge",E08000001
E05000651,Bradshaw,E08000001
E05000652,Breightmet,E08000001
E05000653,"Bromley Cross",E08000001
E05000654,Crompton,E08000001
E05000655,Farnworth,E08000001
E05000656,"Great Lever",E08000001
E05000657,Halliwell,E08000001
E05000658,"Harper Green",E08000001
E05000659,"Heaton and Lostock",E08000001
E05000660,"Horwich and Blackrod",E08000001
E05000661,"Horwich North East",E08000001
E05000662,Hulton,E08000001
E05000663,Kearsley,E08000001
E05000664,"Little Lever and Darcy Lever",E08000001
E05000665,Rumworth,E08000001
E05000666,Smithills,E08000001
E05000667,"Tonge with the Haulgh",E08000001
E05000668,"Westhoughton North and Chew Moor",E08000001
E05000669,"Westhoughton South",E08000001
E05000670,Besses,E08000002
E05000671,Church,E08000002
E05000672,East,E08000002
E05000673,Elton,E08000002
E05000674,Holyrood,E08000002
E05000675,Moorside,E08000002
E05000676,"North Manor",E08000002
E05000677,"Pilkington Park",E08000002
E05000678,"Radcliffe East",E08000002
E05000679,"Radcliffe North",E08000002
E05000680,"Radcliffe West",E08000002
E05000681,Ramsbottom,E08000002
E05000682,Redvales,E08000002
E05000683,"St Mary's",E08000002
E05000684,Sedgley,E08000002
E05000685,Tottington,E08000002
E05000686,Unsworth,E08000002
E05000687,"Ancoats and Clayton",E08000003
E05000688,Ardwick,E08000003
E05000689,Baguley,E08000003
E05000690,Bradford,E08000003
E05000691,Brooklands,E08000003
E05000692,Burnage,E08000003
E05000693,Charlestown,E08000003
E05000694,Cheetham,E08000003
E05000695,Chorlton,E08000003
E05000696,"Chorlton Park",E08000003
E05000697,"City Centre",E08000003
E05000698,Crumpsall,E08000003
E05000699,"Didsbury East",E08000003
E05000700,"Didsbury West",E08000003
E05000701,Fallowfield,E08000003
E05000702,"Gorton North",E08000003
E05000703,"Gorton South",E08000003
E05000704,Harpurhey,E08000003
E05000705,"Higher Blackley",E08000003
E05000706,Hulme,E08000003
E05000707,Levenshulme,E08000003
E05000708,Longsight,E08000003
E05000709,"Miles Platting and Newton Heath",E08000003
E05000710,"Moss Side",E08000003
E05000711,Moston,E08000003
E05000712,Northenden,E08000003
E05000713,"Old Moat",E08000003
E05000714,Rusholme,E08000003
E05000715,Sharston,E08000003
E05000716,"Whalley Range",E08000003
E05000717,Withington,E08000003
E05000718,"Woodhouse Park",E08000003
E05000719,Alexandra,E08000004
E05000720,"Chadderton Central",E08000004
E05000721,"Chadderton North",E08000004
E05000722,"Chadderton South",E08000004
E05000723,Coldhurst,E08000004
E05000724,Crompton,E08000004
E05000725,"Failsworth East",E08000004
E05000726,"Failsworth West",E08000004
E05000727,Hollinwood,E08000004
E05000728,"Medlock Vale",E08000004
E05000729,"Royton North",E08000004
E05000730,"Royton South",E08000004
E05000731,"Saddleworth North",E08000004
E05000732,"Saddleworth South",E08000004
E05000733,"Saddleworth West and Lees",E08000004
E05000734,"St James'",E08000004
E05000735,"St Mary's",E08000004
E05000736,Shaw,E08000004
E05000737,Waterhead,E08000004
E05000738,Werneth,E08000004
E05000739,"Balderstone and Kirkholt",E08000005
E05000740,Bamford,E08000005
E05000741,Castleton,E08000005
E05000742,"Central Rochdale",E08000005
E05000743,"East Middleton",E08000005
E05000744,Healey,E08000005
E05000745,"Hopwood Hall",E08000005
E05000746,Kingsway,E08000005
E05000747,"Littleborough Lakeside",E08000005
E05000748,"Milkstone and Deeplish",E08000005
E05000749,"Milnrow and Newhey",E08000005
E05000750,Norden,E08000005
E05000751,"North Heywood",E08000005
